Month,State,Year,Num_of_Arrivals
May,QLD,2013,100580
May,SA,2013,10070
May,TAS,2013,2340
May,Total,2013,413330
May,VIC,2013,90680
May,WA,2013,44580
June,ACT,2013,4510
June,NSW,2013,161070
June,NT,2013,7240
June,QLD,2013,123830
June,SA,2013,9860
June,TAS,2013,1620
June,Total,2013,447520
June,VIC,2013,93300
June,WA,2013,46090
July,ACT,2013,7240
July,NSW,2013,188040
July,NT,2013,7940
July,QLD,2013,154760
July,SA,2013,14400
July,TAS,2013,2250
July,Total,2013,530910
July,VIC,2013,109520
July,WA,2013,46770
August,ACT,2013,4780
August,NSW,2013,190370
August,NT,2013,10720
August,QLD,2013,142020
August,SA,2013,13140
August,TAS,2013,2030
August,Total,2013,529350
August,VIC,2013,112650
August,WA,2013,53620
September,ACT,2013,5410
September,NSW,2013,180970
September,NT,2013,7780
September,QLD,2013,126130
September,SA,2013,13340
September,TAS,2013,2140
September,Total,2013,493890
September,VIC,2013,103720
September,WA,2013,54410
October,ACT,2013,5350
October,NSW,2013,205820
October,NT,2013,6490
October,QLD,2013,137040
October,SA,2013,15150
October,TAS,2013,3020
October,Total,2013,542760
October,VIC,2013,112370
October,WA,2013,57510
November,ACT,2013,5140
November,NSW,2013,223960
November,NT,2013,4700
November,QLD,2013,124010
November,SA,2013,20150
November,TAS,2013,3920
November,Total,2013,578130
November,VIC,2013,133040
November,WA,2013,63200
December,ACT,2013,7690
December,NSW,2013,308030
December,NT,2013,4760
December,QLD,2013,155140
December,SA,2013,27700
December,TAS,2013,7460
December,Total,2013,789760
December,VIC,2013,189170
December,WA,2013,89800
January,ACT,2014,5370
January,NSW,2014,225950
January,NT,2014,4530
January,QLD,2014,110450
January,SA,2014,19380
January,TAS,2014,4900
January,Total,2014,562510
January,VIC,2014,132120
January,WA,2014,59800
February,ACT,2014,8280
February,NSW,2014,261470
February,NT,2014,4550
February,QLD,2014,121480
February,SA,2014,22870
February,TAS,2014,5590
February,Total,2014,637630
February,VIC,2014,145940
February,WA,2014,67450
March,ACT,2014,4560
March,NSW,2014,237870
March,NT,2014,5480
March,QLD,2014,121090
March,SA,2014,20610
March,TAS,2014,3760
March,Total,2014,600820
March,VIC,2014,141520
March,WA,2014,65920
April,ACT,2014,4280
April,NSW,2014,203490
April,NT,2014,10830
April,QLD,2014,114320
April,SA,2014,17090
April,TAS,2014,3230
April,Total,2014,528560
April,VIC,2014,116160
April,WA,2014,59140
May,ACT,2014,4360
May,NSW,2014,180320
May,NT,2014,6760
May,QLD,2014,105520
May,SA,2014,14050
May,TAS,2014,2270
May,Total,2014,472880
May,VIC,2014,111450
May,WA,2014,48140
June,ACT,2014,4220
June,NSW,2014,166080
June,NT,2014,8070
June,QLD,2014,114400
June,SA,2014,13300
June,TAS,2014,1500
June,Total,2014,457900
June,VIC,2014,101000
June,WA,2014,49330
July,ACT,2014,6390
July,NSW,2014,201340
July,NT,2014,12140
July,QLD,2014,158600
July,SA,2014,17500
July,TAS,2014,2210
July,Total,2014,589650
July,VIC,2014,134700
July,WA,2014,56760
August,ACT,2014,5000
August,NSW,2014,194120
August,NT,2014,10350
August,QLD,2014,147500
August,SA,2014,14320
August,TAS,2014,2140
August,Total,2014,540910
August,VIC,2014,116810
August,WA,2014,50660
September,ACT,2014,5030
September,NSW,2014,188280
September,NT,2014,8580
September,QLD,2014,132020
September,SA,2014,15180
September,TAS,2014,1930
September,Total,2014,521750
September,VIC,2014,110730
September,WA,2014,60000
October,ACT,2014,6520
October,NSW,2014,210560
October,NT,2014,8490
October,QLD,2014,145290
October,SA,2014,17470
October,TAS,2014,3800
October,Total,2014,586680
October,VIC,2014,132110
October,WA,2014,62420
November,ACT,2014,6390
November,NSW,2014,233180
November,NT,2014,7680
November,QLD,2014,127140
November,SA,2014,17980
November,TAS,2014,6020
November,Total,2014,611230
November,VIC,2014,145420
November,WA,2014,67350
December,ACT,2014,9040
December,NSW,2014,314940
December,NT,2014,4480
December,QLD,2014,162020
December,SA,2014,27970
December,TAS,2014,9010
December,Total,2014,811830
December,VIC,2014,195610
December,WA,2014,88740
January,ACT,2015,5980
January,NSW,2015,214350
January,NT,2015,3960
January,QLD,2015,106810
January,SA,2015,18480
January,TAS,2015,4960
January,Total,2015,547430
January,VIC,2015,137520
January,WA,2015,55370
February,ACT,2015,9270
February,NSW,2015,281790
February,NT,2015,5250
February,QLD,2015,136820
February,SA,2015,25260
February,TAS,2015,7060
February,Total,2015,726060
February,VIC,2015,189010
February,WA,2015,71600
March,ACT,2015,6520
March,NSW,2015,265090
March,NT,2015,5540
March,QLD,2015,133500
March,SA,2015,21430
March,TAS,2015,4780
March,Total,2015,679270
March,VIC,2015,172420
March,WA,2015,69950
April,ACT,2015,4800
April,NSW,2015,206130
April,NT,2015,11090
April,QLD,2015,118720
April,SA,2015,17510
April,TAS,2015,2950
April,Total,2015,550150
April,VIC,2015,129150
April,WA,2015,59800
May,ACT,2015,4260
May,NSW,2015,185950
May,NT,2015,5690
May,QLD,2015,111290
May,SA,2015,12420
May,TAS,2015,2400
May,Total,2015,485660
May,VIC,2015,114570
May,WA,2015,49060
June,ACT,2015,4910
June,NSW,2015,171900
June,NT,2015,13620
June,QLD,2015,120410
June,SA,2015,10270
June,TAS,2015,2310
June,Total,2015,488150
June,VIC,2015,113940
June,WA,2015,50790
July,ACT,2015,7900
July,NSW,2015,214220
July,NT,2015,12130
July,QLD,2015,174460
July,SA,2015,16930
July,TAS,2015,3320
July,Total,2015,628270
July,VIC,2015,140420
July,WA,2015,58880
August,ACT,2015,4740
August,NSW,2015,213400
August,NT,2015,8210
August,QLD,2015,146490
August,SA,2015,13730
August,TAS,2015,2640
August,Total,2015,574140
August,VIC,2015,129560
August,WA,2015,55360
September,ACT,2015,4980
September,NSW,2015,204230
September,NT,2015,6980
September,QLD,2015,146070
September,SA,2015,13790
September,TAS,2015,2910
September,Total,2015,571990
September,VIC,2015,130300
September,WA,2015,62750
October,ACT,2015,6100
October,NSW,2015,226460
October,NT,2015,6690
October,QLD,2015,151540
October,SA,2015,15970
October,TAS,2015,3950
October,Total,2015,625800
October,VIC,2015,152620
October,WA,2015,62470
November,ACT,2015,6320
November,NSW,2015,251080
November,NT,2015,5830
November,QLD,2015,141970
November,SA,2015,17850
November,TAS,2015,6060
November,Total,2015,671540
November,VIC,2015,169380
November,WA,2015,73050
December,ACT,2015,7750
December,NSW,2015,350330
December,NT,2015,4060
December,QLD,2015,176140
December,SA,2015,27090
December,TAS,2015,9240
December,Total,2015,901320
December,VIC,2015,231930
December,WA,2015,94760
January,ACT,2016,5180
January,NSW,2016,245020
January,NT,2016,3590
January,QLD,2016,123610
January,SA,2016,16530
January,TAS,2016,5550
January,Total,2016,617670
January,VIC,2016,162400
January,WA,2016,55790
February,ACT,2016,8980
February,NSW,2016,316290
February,NT,2016,4700
February,QLD,2016,148240
February,SA,2016,22590
February,TAS,2016,7610
February,Total,2016,798610
February,VIC,2016,209120
February,WA,2016,81070
March,ACT,2016,7590
March,NSW,2016,298660
March,NT,2016,5270
March,QLD,2016,153120
March,SA,2016,21540
March,TAS,2016,5400
March,Total,2016,757350
March,VIC,2016,187650
March,WA,2016,78120
April,ACT,2016,5720
April,NSW,2016,235320
April,NT,2016,8270
April,QLD,2016,131910
April,SA,2016,15610
April,TAS,2016,3500
April,Total,2016,610500
April,VIC,2016,146960
April,WA,2016,63200
May,ACT,2016,4050
May,NSW,2016,204520
May,NT,2016,5530
May,QLD,2016,122980
May,SA,2016,12290
May,TAS,2016,2830
May,Total,2016,541280
May,VIC,2016,132470
May,WA,2016,56600
June,ACT,2016,4510
June,NSW,2016,199940
June,NT,2016,6120
June,QLD,2016,136350
June,SA,2016,12420
June,TAS,2016,3160
June,Total,2016,555070
June,VIC,2016,134940
June,WA,2016,57630
July,ACT,2016,8790
July,NSW,2016,248040
July,NT,2016,13540
July,QLD,2016,184900
July,SA,2016,19640
July,TAS,2016,4160
July,Total,2016,715780
July,VIC,2016,168990
July,WA,2016,67730
August,ACT,2016,4210
August,NSW,2016,233070
August,NT,2016,9470
August,QLD,2016,161530
August,SA,2016,14390
August,TAS,2016,3120
August,Total,2016,632140
August,VIC,2016,147170
August,WA,2016,59170
September,ACT,2016,5950
September,NSW,2016,231420
September,NT,2016,8440
September,QLD,2016,163710
September,SA,2016,16830
September,TAS,2016,3310
September,Total,2016,647040
September,VIC,2016,145180
September,WA,2016,72190
October,ACT,2016,6770
October,NSW,2016,249410
October,NT,2016,7200
October,QLD,2016,169250
October,SA,2016,17820
October,TAS,2016,4220
October,Total,2016,695920
October,VIC,2016,169770
October,WA,2016,71470
November,ACT,2016,6690
November,NSW,2016,280130
November,NT,2016,5440
November,QLD,2016,145220
November,SA,2016,18310
November,TAS,2016,6900
November,Total,2016,721830
November,VIC,2016,181350
November,WA,2016,77780
December,ACT,2016,9810
December,NSW,2016,377470
December,NT,2016,5960
December,QLD,2016,185360
December,SA,2016,29220
December,TAS,2016,10760
December,Total,2016,976150
December,VIC,2016,254120
December,WA,2016,103400
January,ACT,2017,6620
January,NSW,2017,297840
January,NT,2017,4080
January,QLD,2017,133540
January,SA,2017,20230
January,TAS,2017,7090
January,Total,2017,723990
January,VIC,2017,190760
January,WA,2017,63790
February,ACT,2017,10340
February,NSW,2017,313880
February,NT,2017,6620
February,QLD,2017,141680
February,SA,2017,25050
February,TAS,2017,7440
February,Total,2017,787580
February,VIC,2017,206910
February,WA,2017,75650
March,ACT,2017,6860
March,NSW,2017,305540
March,NT,2017,5670
March,QLD,2017,152560
March,SA,2017,22410
March,TAS,2017,6020
March,Total,2017,772230
March,VIC,2017,194860
March,WA,2017,78240
April,ACT,2017,7170
April,NSW,2017,275910
April,NT,2017,8150
April,QLD,2017,144470
April,SA,2017,17440
April,TAS,2017,4700
April,Total,2017,700010
April,VIC,2017,171090
April,WA,2017,71030
May,ACT,2017,4390
May,NSW,2017,222860
May,NT,2017,7280
May,QLD,2017,128360
May,SA,2017,13020
May,TAS,2017,3450
May,Total,2017,579090
May,VIC,2017,140710
May,WA,2017,58990
June,ACT,2017,6610
June,NSW,2017,221400
June,NT,2017,9840
June,QLD,2017,139920
June,SA,2017,14080
June,TAS,2017,3890
June,Total,2017,606010
June,VIC,2017,148840
June,WA,2017,61400
July,ACT,2017,10620
July,NSW,2017,269510
July,NT,2017,10020
July,QLD,2017,194860
July,SA,2017,20690
July,TAS,2017,5430
July,Total,2017,746410
July,VIC,2017,173800
July,WA,2017,61460
August,ACT,2017,7430
August,NSW,2017,257000
August,NT,2017,8960
August,QLD,2017,172140
August,SA,2017,17850
August,TAS,2017,4700
August,Total,2017,702900
August,VIC,2017,170040
August,WA,2017,64730
September,ACT,2017,7460
September,NSW,2017,247690
September,NT,2017,8250
September,QLD,2017,158140
September,SA,2017,20550
September,TAS,2017,4920
September,Total,2017,663590
September,VIC,2017,151830
September,WA,2017,64720
October,ACT,2017,7330
October,NSW,2017,279160
October,NT,2017,8190
October,QLD,2017,171110
October,SA,2017,20190
October,TAS,2017,6330
October,Total,2017,741360
October,VIC,2017,177210
October,WA,2017,71830
November,ACT,2017,8170
November,NSW,2017,302790
November,NT,2017,6520
November,QLD,2017,154570
November,SA,2017,23240
November,TAS,2017,8560
November,Total,2017,777090
November,VIC,2017,195260
November,WA,2017,77960
December,ACT,2017,10530
December,NSW,2017,389480
December,NT,2017,4790
December,QLD,2017,196800
December,SA,2017,32460
December,TAS,2017,13740
December,Total,2017,1015040
December,VIC,2017,263240
December,WA,2017,103960
January,ACT,2018,8260
January,NSW,2018,270170
January,NT,2018,4200
January,QLD,2018,139380
January,SA,2018,21910
January,TAS,2018,7810
January,Total,2018,702580
January,VIC,2018,190960
January,WA,2018,59810
February,ACT,2018,13630
February,NSW,2018,360980
February,NT,2018,4250
February,QLD,2018,168500
February,SA,2018,29330
February,TAS,2018,12290
February,Total,2018,914530
February,VIC,2018,243500
February,WA,2018,82050
March,ACT,2018,8700
March,NSW,2018,343770
March,NT,2018,5280
March,QLD,2018,173800
March,SA,2018,25160
March,TAS,2018,9300
March,Total,2018,872350
March,VIC,2018,222700
March,WA,2018,83580
April,ACT,2018,9820
April,NSW,2018,258380
April,NT,2018,6370
April,QLD,2018,144960
April,SA,2018,20240
April,TAS,2018,6160
April,Total,2018,679780
April,VIC,2018,173780
April,WA,2018,60040
May,ACT,2018,7790
May,NSW,2018,229400
May,NT,2018,5520
May,QLD,2018,135660
May,SA,2018,15130
May,TAS,2018,4400
May,Total,2018,609450
May,VIC,2018,153190
May,WA,2018,58350
June,ACT,2018,7470
June,NSW,2018,229540
June,NT,2018,6490
June,QLD,2018,156160
June,SA,2018,14880
June,TAS,2018,4690
June,Total,2018,646650
June,VIC,2018,164970
June,WA,2018,62410
July,ACT,2018,12070
July,NSW,2018,271210
July,NT,2018,8860
July,QLD,2018,206470
July,SA,2018,20190
July,TAS,2018,5350
July,Total,2018,774360
July,VIC,2018,191350
July,WA,2018,58770
August,ACT,2018,6490
August,NSW,2018,264220
August,NT,2018,8190
August,QLD,2018,191630
August,SA,2018,18310
August,TAS,2018,3790
August,Total,2018,741710
August,VIC,2018,183120
August,WA,2018,65920
September,ACT,2018,7200
September,NSW,2018,251580
September,NT,2018,7010
September,QLD,2018,169090
September,SA,2018,18620
September,TAS,2018,4800
September,Total,2018,690190
September,VIC,2018,167310
September,WA,2018,64560
October,ACT,2018,7980
October,NSW,2018,283930
October,NT,2018,5050
October,QLD,2018,169300
October,SA,2018,20490
October,TAS,2018,6290
October,Total,2018,753960
October,VIC,2018,190240
October,WA,2018,70660
November,ACT,2018,9120
November,NSW,2018,306210
November,NT,2018,5560
November,QLD,2018,153530
November,SA,2018,24480
November,TAS,2018,9150
November,Total,2018,802160
November,VIC,2018,215210
November,WA,2018,78830
December,ACT,2018,11230
December,NSW,2018,403740
December,NT,2018,5540
December,QLD,2018,204530
December,SA,2018,31490
December,TAS,2018,14550
December,Total,2018,1057900
December,VIC,2018,282610
December,WA,2018,104110
January,ACT,2019,8030
January,NSW,2019,282660
January,NT,2019,3420
January,QLD,2019,141460
January,SA,2019,22480
January,TAS,2019,8540
January,Total,2019,731130
January,VIC,2019,205580
January,WA,2019,58910
February,ACT,2019,14420
February,NSW,2019,357420
February,NT,2019,5110
February,QLD,2019,165280
February,SA,2019,30240
February,TAS,2019,13270
February,Total,2019,927240
February,VIC,2019,259060
February,WA,2019,82460
March,ACT,2019,8280
March,NSW,2019,314010
March,NT,2019,4920
March,QLD,2019,166420
March,SA,2019,24700
March,TAS,2019,8730
March,Total,2019,836350
March,VIC,2019,234430
March,WA,2019,74810
April,ACT,2019,7220
April,NSW,2019,267170
April,NT,2019,7250
April,QLD,2019,148810
April,SA,2019,20480
April,TAS,2019,6540
April,Total,2019,700370
April,VIC,2019,180000
April,WA,2019,62860
May,ACT,2019,6140
May,NSW,2019,251990
May,NT,2019,6060
May,QLD,2019,144290
May,SA,2019,17540
May,TAS,2019,4640
May,Total,2019,668280
May,VIC,2019,176510
May,WA,2019,61100
June,ACT,2019,6960
June,NSW,2019,235050
June,NT,2019,7070
June,QLD,2019,156510
June,SA,2019,16450
June,TAS,2019,4540
June,Total,2019,660340
June,VIC,2019,170790
June,WA,2019,62950
July,ACT,2019,11130
July,NSW,2019,268050
July,NT,2019,9460
July,QLD,2019,206910
July,SA,2019,21950
July,TAS,2019,5670
July,Total,2019,790380
July,VIC,2019,201930
July,WA,2019,65260
August,ACT,2019,8000
August,NSW,2019,282800
August,NT,2019,8820
August,QLD,2019,194200
August,SA,2019,19450
August,TAS,2019,5950
August,Total,2019,789200
August,VIC,2019,196970
August,WA,2019,72990
September,ACT,2019,8460
September,NSW,2019,251730
September,NT,2019,8450
September,QLD,2019,160010
September,SA,2019,22780
September,TAS,2019,5130
September,Total,2019,694960
September,VIC,2019,168980
September,WA,2019,69390
October,ACT,2019,8110
October,NSW,2019,285200
October,NT,2019,7460
October,QLD,2019,169720
October,SA,2019,23440
October,TAS,2019,6830
October,Total,2019,774020
October,VIC,2019,195580
October,WA,2019,77630
November,ACT,2019,9520
November,NSW,2019,298050
November,NT,2019,4370
November,QLD,2019,166020
November,SA,2019,23320
November,TAS,2019,10320
November,Total,2019,815910
November,VIC,2019,220340
November,WA,2019,83910
December,ACT,2019,12920
December,NSW,2019,388710
December,NT,2019,4480
December,QLD,2019,212050
December,SA,2019,33300
December,TAS,2019,14900
December,Total,2019,1077720
December,VIC,2019,299560
December,WA,2019,111800
January,ACT,2020,7020
January,NSW,2020,280350
January,NT,2020,4010
January,QLD,2020,148730
January,SA,2020,24430
January,TAS,2020,10450
January,Total,2020,766590
January,VIC,2020,218240
January,WA,2020,73320
February,ACT,2020,9080
February,NSW,2020,252660
February,NT,2020,4390
February,QLD,2020,131350
February,SA,2020,22070
February,TAS,2020,9370
February,Total,2020,685410
February,VIC,2020,181500
February,WA,2020,74980
March,ACT,2020,4700
March,NSW,2020,114510
March,NT,2020,1670
March,QLD,2020,62110
March,SA,2020,11410
March,TAS,2020,4310
March,Total,2020,331890
March,VIC,2020,97620
March,WA,2020,35490
April,ACT,2020,60
April,NSW,2020,720
April,NT,2020,10
April,QLD,2020,640
April,SA,2020,70
April,TAS,2020,10
April,Total,2020,2250
April,VIC,2020,480
April,WA,2020,250
May,ACT,2020,60
May,NSW,2020,1420
May,NT,2020,60
May,QLD,2020,640
May,SA,2020,100
May,TAS,2020,20
May,Total,2020,3440
May,VIC,2020,770
May,WA,2020,370
June,ACT,2020,120
June,NSW,2020,1920
June,NT,2020,290
June,QLD,2020,1320
June,SA,2020,90
June,TAS,2020,10
June,Total,2020,5400
June,VIC,2020,1140
June,WA,2020,510
July,ACT,2020,80
July,NSW,2020,1570
July,NT,2020,30
July,QLD,2020,920
July,SA,2020,100
July,TAS,2020,30
July,Total,2020,3530
July,VIC,2020,310
July,WA,2020,460
August,ACT,2020,60
August,NSW,2020,1600
August,NT,2020,30
August,QLD,2020,600
August,SA,2020,50
August,TAS,2020,10
August,Total,2020,3030
August,VIC,2020,220
August,WA,2020,460
September,ACT,2020,90
September,NSW,2020,1880
September,NT,2020,270
September,QLD,2020,730
September,SA,2020,100
September,TAS,2020,20
September,Total,2020,3720
September,VIC,2020,330
September,WA,2020,300
October,ACT,2020,80
October,NSW,2020,3440
October,NT,2020,40
October,QLD,2020,990
October,SA,2020,180
October,TAS,2020,50
October,Total,2020,6070
October,VIC,2020,640
October,WA,2020,640
November,ACT,2020,110
November,NSW,2020,4520
November,NT,2020,50
November,QLD,2020,1130
November,SA,2020,290
November,TAS,2020,50
November,Total,2020,7570
November,VIC,2020,740
November,WA,2020,670
December,ACT,2020,140
December,NSW,2020,4720
December,NT,2020,40
December,QLD,2020,1100
December,SA,2020,220
December,TAS,2020,300
December,Total,2020,8820
December,VIC,2020,1620
December,WA,2020,680
January,ACT,2021,180
January,NSW,2021,2910
January,NT,2021,100
January,QLD,2021,1500
January,SA,2021,260
January,TAS,2021,340
January,Total,2021,7990
January,VIC,2021,2040
January,WA,2021,650
February,ACT,2021,100
February,NSW,2021,2790
February,NT,2021,50
February,QLD,2021,1410
February,SA,2021,220
February,TAS,2021,80
February,Total,2021,6260
February,VIC,2021,920
February,WA,2021,670
March,ACT,2021,80
March,NSW,2021,4130
March,NT,2021,360
March,QLD,2021,1370
March,SA,2021,210
March,TAS,2021,120
March,Total,2021,8320
March,VIC,2021,1280
March,WA,2021,780
April,ACT,2021,170
April,NSW,2021,10940
April,NT,2021,130
April,QLD,2021,5100
April,SA,2021,650
April,TAS,2021,220
April,Total,2021,22610
April,VIC,2021,4030
April,WA,2021,1360
May,ACT,2021,320
May,NSW,2021,16490
May,NT,2021,240
May,QLD,2021,9850
May,SA,2021,780
May,TAS,2021,360
May,Total,2021,36190
May,VIC,2021,5850
May,WA,2021,2300
June,ACT,2021,440
June,NSW,2021,16880
June,NT,2021,330
June,QLD,2021,13030
June,SA,2021,780
June,TAS,2021,400
June,Total,2021,36770
June,VIC,2021,2490
June,WA,2021,2410
July,ACT,2021,200
July,NSW,2021,6160
July,NT,2021,340
July,QLD,2021,5800
July,SA,2021,640
July,TAS,2021,360
July,Total,2021,18720
July,VIC,2021,3280
July,WA,2021,1950
August,ACT,2021,110
August,NSW,2021,1450
August,NT,2021,390
August,QLD,2021,1850
August,SA,2021,190
August,TAS,2021,180
August,Total,2021,6390
August,VIC,2021,1390
August,WA,2021,830
September,ACT,2021,90
September,NSW,2021,730
September,NT,2021,700
September,QLD,2021,1270
September,SA,2021,230
September,TAS,2021,130
September,Total,2021,4430
September,VIC,2021,720
September,WA,2021,560
October,ACT,2021,60
October,NSW,2021,980
October,NT,2021,190
October,QLD,2021,1390
October,SA,2021,170
October,TAS,2021,340
October,Total,2021,4410
October,VIC,2021,610
October,WA,2021,660
November,ACT,2021,460
November,NSW,2021,10210
November,NT,2021,240
November,QLD,2021,1320
November,SA,2021,500
November,TAS,2021,530
November,Total,2021,20860
November,VIC,2021,6510
November,WA,2021,1090
December,ACT,2021,1680
December,NSW,2021,37150
December,NT,2021,340
December,QLD,2021,3340
December,SA,2021,1580
December,TAS,2021,1040
December,Total,2021,73290
December,VIC,2021,26340
December,WA,2021,1810
January,ACT,2022,1480
January,NSW,2022,26850
January,NT,2022,400
January,QLD,2022,5790
January,SA,2022,2640
January,TAS,2022,720
January,Total,2022,60760
January,VIC,2022,21740
January,WA,2022,1130
February,ACT,2022,2150
February,NSW,2022,34900
February,NT,2022,1000
February,QLD,2022,14860
February,SA,2022,4300
February,TAS,2022,910
February,Total,2022,90460
February,VIC,2022,29440
February,WA,2022,2870
March,ACT,2022,2990
March,NSW,2022,62610
March,NT,2022,690
March,QLD,2022,30990
March,SA,2022,6720
March,TAS,2022,1740
March,Total,2022,170250
March,VIC,2022,47660
March,WA,2022,16810
April,ACT,2022,3340
April,NSW,2022,82280
April,NT,2022,1430
April,QLD,2022,44920
April,SA,2022,8470
April,TAS,2022,2330
April,Total,2022,235460
April,VIC,2022,65620
April,WA,2022,27060
May,ACT,2022,3140
May,NSW,2022,81990
May,NT,2022,2000
May,QLD,2022,47610
May,SA,2022,8330
May,TAS,2022,2050
May,Total,2022,231480
May,VIC,2022,61660
May,WA,2022,24680
June,ACT,2022,3690
June,NSW,2022,91340
June,NT,2022,1750
June,QLD,2022,63610
June,SA,2022,8850
June,TAS,2022,2800
June,Total,2022,275300
June,VIC,2022,74060
June,WA,2022,29190
July,ACT,2022,5600
July,NSW,2022,107570
July,NT,2022,3210
July,QLD,2022,81880
July,SA,2022,10840
July,TAS,2022,2660
July,Total,2022,325680
July,VIC,2022,81840
July,WA,2022,32050
August,ACT,2022,4460
August,NSW,2022,120860
August,NT,2022,5560
August,QLD,2022,82700
August,SA,2022,10390
August,TAS,2022,2730
August,Total,2022,348440
August,VIC,2022,87330
August,WA,2022,34380
September,ACT,2022,5430
September,NSW,2022,128980
September,NT,2022,3860
September,QLD,2022,86910
September,SA,2022,12020
September,TAS,2022,3030
September,Total,2022,371850
September,VIC,2022,90290
September,WA,2022,41290
October,ACT,2022,5300
October,NSW,2022,150840
October,NT,2022,2560
October,QLD,2022,96970
October,SA,2022,14680
October,TAS,2022,5220
October,Total,2022,430470
October,VIC,2022,110020
October,WA,2022,44870
November,ACT,2022,6910
November,NSW,2022,181040
November,NT,2022,2950
November,QLD,2022,99100
November,SA,2022,17140
November,TAS,2022,7510
November,Total,2022,505240
November,VIC,2022,133520
November,WA,2022,57000
December,ACT,2022,9080
December,NSW,2022,242050
December,NT,2022,2570
December,QLD,2022,120560
December,SA,2022,23110
December,TAS,2022,10150
December,Total,2022,648970
December,VIC,2022,170840
December,WA,2022,70610
January,ACT,2023,5400
January,NSW,2023,159130
January,NT,2023,2260
January,QLD,2023,73690
January,SA,2023,15650
January,TAS,2023,5920
January,Total,2023,412410
January,VIC,2023,109950
January,WA,2023,40400
February,ACT,2023,9480
February,NSW,2023,247020
February,NT,2023,2830
February,QLD,2023,100040
February,SA,2023,20920
February,TAS,2023,8180
February,Total,2023,600710
February,VIC,2023,154570
February,WA,2023,57590
March,ACT,2023,7440
March,NSW,2023,234000
March,NT,2023,4000
March,QLD,2023,111920
March,SA,2023,23070
March,TAS,2023,8260
March,Total,2023,613340
March,VIC,2023,159250
March,WA,2023,65300
April,ACT,2023,7480
April,NSW,2023,200230
April,NT,2023,3930
April,QLD,2023,105730
April,SA,2023,18180
April,TAS,2023,5150
April,Total,2023,544920
April,VIC,2023,144420
April,WA,2023,59740
May,ACT,2023,6620
May,NSW,2023,189420
May,NT,2023,3860
May,QLD,2023,104520
May,SA,2023,15840
May,TAS,2023,3740
May,Total,2023,512330
May,VIC,2023,138830
May,WA,2023,49460
June,ACT,2023,6980
June,NSW,2023,203410
June,NT,2023,4970
June,QLD,2023,123700
June,SA,2023,15700
June,TAS,2023,4770
June,Total,2023,542080
June,VIC,2023,132140
June,WA,2023,50370
July,ACT,2023,10780
July,NSW,2023,233530
July,NT,2023,5520
July,QLD,2023,152860
July,SA,2023,18490
July,TAS,2023,4150
July,Total,2023,625120
July,VIC,2023,153260
July,WA,2023,46450
August,ACT,2023,6640
August,NSW,2023,230460
August,NT,2023,4960
August,QLD,2023,141410
August,SA,2023,14860
August,TAS,2023,4140
August,Total,2023,603360
August,VIC,2023,146660
August,WA,2023,54240
September,ACT,2023,7790
September,NSW,2023,220760
September,NT,2023,4110
September,QLD,2023,135030
September,SA,2023,16690
September,TAS,2023,3790
September,Total,2023,584620
September,VIC,2023,139180
September,WA,2023,57120
October,ACT,2023,6720
October,NSW,2023,235230
October,NT,2023,3650
October,QLD,2023,128570
October,SA,2023,17550
October,TAS,2023,5730
October,Total,2023,607930
October,VIC,2023,154040
October,WA,2023,56430
November,ACT,2023,8120
November,NSW,2023,255670
November,NT,2023,2930
November,QLD,2023,128830
November,SA,2023,19770
November,TAS,2023,8200
November,Total,2023,663760
November,VIC,2023,172770
November,WA,2023,67460
December,ACT,2023,10430
December,NSW,2023,351760
December,NT,2023,3000
December,QLD,2023,159270
December,SA,2023,25240
December,TAS,2023,9990
December,Total,2023,876860
December,VIC,2023,236680
December,WA,2023,80370
